Date,Close,Daily Return
9/13/2022 16:00:00,229.84,
9/14/2022 16:00:00,231,0.0116000
9/15/2022 16:00:00,227.4,-0.0360000
9/16/2022 16:00:00,225.71,-0.0169000
9/19/2022 16:00:00,227.49,0.0178000
9/20/2022 16:00:00,225.22,-0.0227000
9/21/2022 16:00:00,221.31,-0.0391000
9/22/2022 16:00:00,219.13,-0.0218000
9/23/2022 16:00:00,215.68,-0.0345000
9/26/2022 16:00:00,214.24,-0.0144000
9/27/2022 16:00:00,214.44,0.0020000
9/28/2022 16:00:00,217.79,0.0335000
9/29/2022 16:00:00,212.19,-0.0560000
9/30/2022 16:00:00,208.55,-0.0364000
10/3/2022 16:00:00,213.72,0.0517000
10/4/2022 16:00:00,220.33,0.0661000
10/5/2022 16:00:00,220.28,-0.0005000
10/6/2022 16:00:00,218.41,-0.0187000
10/7/2022 16:00:00,210.62,-0.0779000
10/10/2022 16:00:00,208.44,-0.0218000
10/11/2022 16:00:00,205.95,-0.0249000
10/12/2022 16:00:00,205.65,-0.0030000
10/13/2022 16:00:00,210.7,0.0505000
10/14/2022 16:00:00,204.56,-0.0614000
10/17/2022 16:00:00,211.42,0.0686000
10/18/2022 16:00:00,213.69,0.0227000
10/19/2022 16:00:00,211.97,-0.0172000
10/20/2022 16:00:00,210.42,-0.0155000
10/21/2022 16:00:00,215.56,0.0514000
10/24/2022 16:00:00,218.29,0.0273000
10/25/2022 16:00:00,222.66,0.0437000
10/26/2022 16:00:00,217.99,-0.0467000
10/27/2022 16:00:00,214.63,-0.0336000
10/28/2022 16:00:00,220.31,0.0568000
10/31/2022 16:00:00,218.03,-0.0228000
11/1/2022 16:00:00,215.58,-0.0245000
11/2/2022 16:00:00,208.45,-0.0713000
11/3/2022 16:00:00,204.69,-0.0376000
11/4/2022 16:00:00,207.64,0.0295000
11/7/2022 16:00:00,209.95,0.0231000
11/8/2022 16:00:00,211.05,0.0110000
11/9/2022 16:00:00,206.1,-0.0495000
11/10/2022 16:00:00,221.39,0.1529000
11/11/2022 16:00:00,225.03,0.0364000
11/14/2022 16:00:00,222.76,-0.0227000
11/15/2022 16:00:00,225.26,0.0250000
11/16/2022 16:00:00,222.95,-0.0231000
11/17/2022 16:00:00,221.98,-0.0097000
11/18/2022 16:00:00,222.25,0.0027000
11/21/2022 16:00:00,220.02,-0.0223000
11/22/2022 16:00:00,223.3,0.0328000
11/23/2022 16:00:00,225.54,0.0224000
11/25/2022 13:15:00,224.7,-0.0084000
11/28/2022 16:00:00,220.75,-0.0395000
11/29/2022 16:00:00,219.25,-0.0150000
11/30/2022 16:00:00,228.9,0.0965000
12/1/2022 16:00:00,229.3,0.0040000
12/2/2022 16:00:00,228.64,-0.0066000
12/5/2022 16:00:00,224.08,-0.0456000
12/6/2022 16:00:00,219.87,-0.0421000
12/7/2022 16:00:00,218.95,-0.0092000
12/8/2022 16:00:00,221.32,0.0237000
12/9/2022 16:00:00,219.9,-0.0142000
