Date,Close,Daily Return
9/13/2022 16:00:00,65.61,
9/14/2022 16:00:00,65.84,0.0023000
9/15/2022 16:00:00,65.13,-0.0071000
9/16/2022 16:00:00,64.55,-0.0058000
9/19/2022 16:00:00,65,0.0045000
9/20/2022 16:00:00,64.41,-0.0059000
9/21/2022 16:00:00,63.14,-0.0127000
9/22/2022 16:00:00,62.55,-0.0059000
9/23/2022 16:00:00,61.47,-0.0108000
9/26/2022 16:00:00,60.7,-0.0077000
9/27/2022 16:00:00,60.58,-0.0012000
9/28/2022 16:00:00,61.55,0.0097000
9/29/2022 16:00:00,60.3,-0.0125000
9/30/2022 16:00:00,59.24,-0.0106000
10/3/2022 16:00:00,60.77,0.0153000
10/4/2022 16:00:00,62.63,0.0186000
10/5/2022 16:00:00,62.44,-0.0019000
10/6/2022 16:00:00,61.9,-0.0054000
10/7/2022 16:00:00,60.21,-0.0169000
10/11/2022 16:00:00,59.33,-0.0088000
10/12/2022 16:00:00,59.13,-0.0020000
10/13/2022 16:00:00,60.76,0.0163000
10/14/2022 16:00:00,59.37,-0.0139000
10/17/2022 16:00:00,60.79,0.0142000
10/18/2022 16:00:00,61.52,0.0073000
10/19/2022 16:00:00,61.16,-0.0036000
10/20/2022 16:00:00,60.59,-0.0057000
10/21/2022 16:00:00,62.06,0.0147000
10/24/2022 16:00:00,62.75,0.0069000
10/25/2022 16:00:00,63.75,0.0100000
10/26/2022 16:00:00,63.29,-0.0046000
10/27/2022 16:00:00,62.97,-0.0032000
10/28/2022 16:00:00,64.51,0.0154000
10/31/2022 16:00:00,64.11,-0.0040000
11/1/2022 16:00:00,63.81,-0.0030000
11/2/2022 16:00:00,62.22,-0.0159000
11/3/2022 16:00:00,61.51,-0.0071000
11/4/2022 16:00:00,62.38,0.0087000
11/7/2022 16:00:00,62.99,0.0061000
11/8/2022 16:00:00,63.33,0.0034000
11/9/2022 16:00:00,62.11,-0.0122000
11/10/2022 16:00:00,65.38,0.0327000
11/11/2022 16:00:00,66.02,0.0064000
11/14/2022 16:00:00,65.46,-0.0056000
11/15/2022 16:00:00,66.03,0.0057000
11/16/2022 16:00:00,65.53,-0.0050000
11/17/2022 16:00:00,65.33,-0.0020000
11/18/2022 16:00:00,65.68,0.0035000
11/21/2022 16:00:00,65.41,-0.0027000
11/22/2022 16:00:00,66.27,0.0086000
11/23/2022 16:00:00,66.64,0.0037000
11/24/2022 16:00:00,66.85,0.0021000
11/25/2022 16:00:00,66.89,0.0004000
11/28/2022 16:00:00,65.63,-0.0126000
11/29/2022 16:00:00,65.53,-0.0010000
11/30/2022 16:00:00,67.5,0.0197000
12/1/2022 16:00:00,67.52,0.0002000
12/2/2022 16:00:00,67.4,-0.0012000
12/5/2022 16:00:00,66.24,-0.0116000
12/6/2022 16:00:00,65.3,-0.0094000
12/7/2022 16:00:00,65.16,-0.0014000
12/8/2022 16:00:00,65.6,0.0044000
12/9/2022 16:00:00,65.15,-0.0045000
12/12/2022 16:00:00,66.05,0.0090000
12/13/2022 16:00:00,66.57,0.0052000
12/14/2022 16:00:00,66.25,-0.0032000
12/15/2022 16:00:00,64.48,-0.0177000
12/16/2022 16:00:00,63.81,-0.0067000
12/19/2022 16:00:00,63.21,-0.0060000
12/20/2022 16:00:00,63.24,0.0003000
12/21/2022 16:00:00,64.16,0.0092000
12/22/2022 16:00:00,63.28,-0.0088000
12/23/2022 16:00:00,63.63,0.0035000
12/28/2022 16:00:00,62.61,-0.0102000
12/29/2022 16:00:00,63.47,0.0086000
12/30/2022 16:00:00,63.44,-0.0003000
1/3/2023 16:00:00,63.06,-0.0038000
1/4/2023 16:00:00,63.61,0.0055000
1/5/2023 16:00:00,62.92,-0.0069000
1/6/2023 16:00:00,64.18,0.0126000
1/9/2023 16:00:00,64.2,0.0002000
1/10/2023 16:00:00,64.64,0.0044000
1/11/2023 16:00:00,65.49,0.0085000
1/12/2023 16:00:00,65.71,0.0022000
1/13/2023 16:00:00,65.95,0.0024000
1/16/2023 16:00:00,65.92,-0.0003000
1/17/2023 16:00:00,65.82,-0.0010000
1/18/2023 16:00:00,64.79,-0.0103000
1/19/2023 16:00:00,64.37,-0.0042000
1/20/2023 16:00:00,65.48,0.0111000
1/23/2023 16:00:00,66.3,0.0082000
1/24/2023 16:00:00,66.25,-0.0005000
1/25/2023 16:00:00,66.18,-0.0007000
1/26/2023 16:00:00,66.97,0.0079000
1/27/2023 16:00:00,67.11,0.0014000
1/30/2023 16:00:00,66.25,-0.0086000
1/31/2023 16:00:00,67.2,0.0095000
2/1/2023 16:00:00,67.92,0.0072000
2/2/2023 16:00:00,68.85,0.0093000
2/3/2023 16:00:00,68.23,-0.0062000
2/6/2023 16:00:00,67.84,-0.0039000
2/7/2023 16:00:00,68.71,0.0087000
2/8/2023 16:00:00,67.98,-0.0073000
2/9/2023 16:00:00,67.34,-0.0064000
2/10/2023 16:00:00,67.5,0.0016000
2/13/2023 16:00:00,68.34,0.0084000
2/14/2023 16:00:00,68.29,-0.0005000
2/15/2023 16:00:00,68.41,0.0012000
2/16/2023 16:00:00,67.63,-0.0078000
2/17/2023 16:00:00,67.35,-0.0028000
2/21/2023 16:00:00,65.99,-0.0136000
2/22/2023 16:00:00,65.9,-0.0009000
2/23/2023 16:00:00,66.25,0.0035000
2/24/2023 16:00:00,65.53,-0.0072000
2/27/2023 16:00:00,65.75,0.0022000
2/28/2023 16:00:00,65.58,-0.0017000
3/1/2023 16:00:00,65.24,-0.0034000
3/2/2023 16:00:00,65.79,0.0055000
3/3/2023 16:00:00,66.8,0.0101000
3/6/2023 16:00:00,66.91,0.0011000
3/7/2023 16:00:00,65.87,-0.0104000
3/8/2023 16:00:00,65.95,0.0008000
3/9/2023 16:00:00,64.82,-0.0113000
3/10/2023 16:00:00,63.8,-0.0102000
3/13/2023 16:00:00,63.65,-0.0015000
3/14/2023 16:00:00,64.83,0.0118000
3/15/2023 16:00:00,64.3,-0.0053000
3/16/2023 16:00:00,65.47,0.0117000
3/17/2023 16:00:00,64.76,-0.0071000
3/20/2023 16:00:00,65.29,0.0053000
3/21/2023 16:00:00,66.15,0.0086000
3/22/2023 16:00:00,65.09,-0.0106000
3/23/2023 16:00:00,65.37,0.0028000
3/24/2023 16:00:00,65.38,0.0001000
3/27/2023 16:00:00,65.48,0.0010000
3/28/2023 16:00:00,65.39,-0.0009000
3/29/2023 16:00:00,66.3,0.0091000
3/30/2023 16:00:00,66.7,0.0040000
3/31/2023 16:00:00,67.6,0.0090000
4/3/2023 16:00:00,67.9,0.0030000
4/4/2023 16:00:00,67.5,-0.0040000
4/5/2023 16:00:00,67.35,-0.0015000
4/6/2023 16:00:00,67.6,0.0025000
4/10/2023 16:00:00,67.67,0.0007000
4/11/2023 16:00:00,67.64,-0.0003000
4/12/2023 16:00:00,67.42,-0.0022000
4/13/2023 16:00:00,68.27,0.0085000
4/14/2023 16:00:00,68.11,-0.0016000
4/17/2023 16:00:00,68.34,0.0023000
4/18/2023 16:00:00,68.44,0.0010000
4/19/2023 16:00:00,68.51,0.0007000
4/20/2023 16:00:00,67.96,-0.0055000
4/21/2023 16:00:00,68.11,0.0015000
4/24/2023 16:00:00,68.16,0.0005000
4/25/2023 16:00:00,67.09,-0.0107000
4/26/2023 16:00:00,66.83,-0.0026000
4/27/2023 16:00:00,68.06,0.0123000
4/28/2023 16:00:00,68.65,0.0059000
5/1/2023 16:00:00,68.66,0.0001000
5/2/2023 16:00:00,67.9,-0.0076000
5/3/2023 16:00:00,67.43,-0.0047000
5/4/2023 16:00:00,66.92,-0.0051000
5/5/2023 16:00:00,68.16,0.0124000
5/8/2023 16:00:00,68.15,-0.0001000
5/9/2023 16:00:00,67.87,-0.0028000
5/10/2023 16:00:00,68.15,0.0028000
5/11/2023 16:00:00,68.08,-0.0007000
5/12/2023 16:00:00,68,-0.0008000
5/15/2023 16:00:00,68.16,0.0016000
5/16/2023 16:00:00,67.77,-0.0039000
5/17/2023 16:00:00,68.54,0.0077000
5/18/2023 16:00:00,69.25,0.0071000
5/19/2023 16:00:00,69.16,-0.0009000
5/23/2023 16:00:00,68.42,-0.0074000
5/24/2023 16:00:00,67.86,-0.0056000
5/25/2023 16:00:00,68.5,0.0064000
5/26/2023 16:00:00,69.33,0.0083000
5/29/2023 16:00:00,69.69,0.0036000
5/30/2023 16:00:00,69.31,-0.0038000
5/31/2023 16:00:00,69.01,-0.0030000
6/1/2023 16:00:00,69.59,0.0058000
6/2/2023 16:00:00,70.62,0.0103000
6/5/2023 16:00:00,70.5,-0.0012000
6/6/2023 16:00:00,70.66,0.0016000
6/7/2023 16:00:00,70.39,-0.0027000
6/8/2023 16:00:00,70.8,0.0041000
6/9/2023 16:00:00,70.87,0.0007000
6/12/2023 16:00:00,71.54,0.0067000
6/13/2023 16:00:00,71.97,0.0043000
6/14/2023 16:00:00,72.11,0.0014000
6/15/2023 16:00:00,72.87,0.0076000
6/16/2023 16:00:00,72.62,-0.0025000
6/19/2023 16:00:00,72.59,-0.0003000
6/20/2023 16:00:00,72.35,-0.0024000
6/21/2023 16:00:00,71.92,-0.0043000
6/22/2023 16:00:00,72.18,0.0026000
6/23/2023 16:00:00,71.67,-0.0051000
6/26/2023 16:00:00,71.41,-0.0026000
6/27/2023 16:00:00,72.16,0.0075000
6/28/2023 16:00:00,72.07,-0.0009000
6/29/2023 16:00:00,72.19,0.0012000
6/30/2023 16:00:00,73.07,0.0088000
7/4/2023 16:00:00,72.97,-0.0010000
7/5/2023 16:00:00,73,0.0003000
7/6/2023 16:00:00,72.48,-0.0052000
7/7/2023 16:00:00,72.19,-0.0029000
7/10/2023 16:00:00,72.41,0.0022000
